0.39955931,0.481680508,0.578897786,0.720078851,0.90530925,0.711737868,0.298342541,Sleep stage 2
0.383400661,0.49975574,0.472444654,0.063925655,0.922276957,0.703857321,0.430939227,Sleep stage 2
0.367976497,0.472398632,0.612341027,0.938608843,0.893267652,0.710908337,0.281767956,Sleep stage 2
0.418655894,0.4543234,0.466321244,0.084201633,0.958401752,0.710908337,0.497237569,Sleep stage 2
0.387073081,0.504152418,0.479510127,0.787102225,0.914614122,0.71630029,0.491712707,Sleep stage 2
0.367242012,0.452369321,0.601507301,0.219938046,0.948549535,0.695562007,0.414364641,Sleep stage 2
0.383400661,0.491450904,0.642958078,0.963108983,0.90530925,0.710078805,0.325966851,Sleep stage 2
0.360998898,0.494382022,0.597739049,0.132075472,0.915708812,0.720862713,0.419889503,Sleep stage 2
0.316195373,0.511480215,0.573245407,0.675865953,0.905856596,0.69431771,0.392265193,Sleep stage 2
0.402130004,0.447972643,0.594912859,0.325823712,0.94909688,0.713396931,0.502762431,Sleep stage 2
0.352552332,0.601367855,0.548751766,0.170374542,0.939792009,0.698050601,0.513812155,Sleep stage 2
0.369445465,0.52271617,0.513424399,0.302731625,0.927750411,0.713811696,0.53038674,Sleep stage 2
0.366507528,0.519785051,0.481394253,0.212334554,0.958949097,0.698050601,0.679558011,Sleep stage 2
0.411311054,0.43282853,0.543099388,0.828217404,0.923371648,0.708834509,0.624309392,Sleep stage 2
0.350716122,0.467024915,0.571361281,0.032103633,0.956759715,0.701783492,0.602209945,Sleep stage 2
0.427102461,0.428920371,0.588789449,0.912419037,0.923918993,0.70676068,0.569060773,Sleep stage 2
0.279838414,0.538837323,0.477626001,0.47057167,0.936507937,0.705516383,0.453038674,Sleep stage 2
0.449136981,0.383976551,0.593499764,0.930160518,0.917898194,0.703857321,0.497237569,Sleep stage 2
0.377524789,0.481191988,0.600094206,0.08645452,0.951833607,0.702613024,0.552486188,Sleep stage 2
0.416452442,0.480703468,0.54074423,0.744578992,0.892172961,0.695147242,0.419889503,Sleep stage 2
0.389276533,0.429897411,0.545454545,0.164179104,0.926108374,0.693902945,0.497237569,Sleep stage 2
0.412045538,0.535417684,0.591615638,0.200225289,0.943623426,0.714226462,0.502762431,Sleep stage 2
0.404700698,0.47630679,0.53462082,0.417065615,0.948002189,0.69722107,0.519337017,Sleep stage 2
0.388909291,0.495359062,0.544983514,0.776119403,0.909688013,0.713396931,0.44198895,Sleep stage 2
0.39955931,0.479237909,0.515779557,0.074063644,0.96332786,0.696806304,0.491712707,Sleep stage 2
0.334190231,0.544211041,0.53179463,0.907350042,0.91954023,0.714226462,0.55801105,Sleep stage 2
0.391479985,0.468001954,0.575129534,0.731343284,0.941434045,0.695562007,0.563535912,Sleep stage 2
0.380095483,0.47777235,0.646255299,0.179104478,0.960043788,0.715055993,0.53038674,Sleep stage 2
0.391847227,0.449926722,0.548280735,0.939172064,0.923918993,0.708419743,0.585635359,Sleep stage 2
0.40139552,0.436248168,0.457371644,0.041960011,0.951833607,0.704272086,0.502762431,Sleep stage 2
0.399926552,0.478749389,0.544983514,0.951281329,0.925561029,0.712567399,0.497237569,Sleep stage 2
0.388174807,0.460185638,0.577484691,0.039707125,0.958949097,0.701368727,0.574585635,Sleep stage 2
0.381197209,0.463605276,0.560056524,0.930160518,0.930487137,0.698465367,0.508287293,Sleep stage 2
0.381564451,0.524181729,0.487988695,0.19374824,0.950738916,0.711737868,0.386740331,Sleep stage 2
0.370914433,0.43234001,0.525200188,0.285271754,0.946907499,0.696806304,0.486187845,Sleep stage 2
0.36136614,0.573522228,0.522845031,0.450014081,0.913519431,0.711737868,0.348066298,Sleep stage 2
0.488799119,0.402051783,0.549222798,0.808786257,0.918445539,0.704272086,0.370165746,Sleep stage 2
0.402497246,0.466047875,0.481865285,0.271191214,0.911877395,0.71630029,0.370165746,Sleep stage 2
0.390745501,0.531998046,0.614696185,0.727119121,0.937602627,0.700539195,0.513812155,Sleep stage 2
0.410943812,0.463605276,0.553462082,0.382145874,0.923918993,0.711323102,0.44198895,Sleep stage 2
